subscription_id,user_id,subscription_type,subscription_start_date,subscription_end_date,payment_method,premium_offer_shown,premium_offer_clicked,upgraded_to_premium
SUB_0688,USR_00175,Monthly Premium,2025-06-25,2025-07-25,Google Pay,1,1,1
SUB_0689,USR_00602,Monthly Premium,2025-06-20,,PayPal,1,1,1
SUB_0690,USR_01901,Monthly Premium,2025-06-17,,Credit Card,1,1,1
SUB_0691,USR_00573,Monthly Premium,2025-06-03,2025-07-03,Credit Card,1,1,1
SUB_0692,USR_08581,Monthly Premium,2025-03-30,,Credit Card,1,1,1
SUB_0693,USR_06588,Monthly Premium,2025-06-29,,Credit Card,1,1,1
SUB_0694,USR_05031,Monthly Premium,2025-05-25,,Apple Pay,1,1,1
SUB_0695,USR_07082,Monthly Premium,2025-01-08,2025-02-07,Credit Card,1,1,1
SUB_0696,USR_02226,Monthly Premium,2025-05-25,2025-06-24,PayPal,1,1,1
SUB_0697,USR_09991,Monthly Premium,2025-01-07,,Credit Card,1,1,1
SUB_0698,USR_00075,Monthly Premium,2025-04-09,2025-05-09,Apple Pay,1,1,1
SUB_0699,USR_06932,Monthly Premium,2025-03-14,2025-04-13,Google Pay,1,1,1
SUB_0700,USR_02918,Monthly Premium,2025-02-25,,Apple Pay,1,1,1
SUB_0701,USR_04335,Monthly Premium,2025-01-09,,Apple Pay,1,0,1
SUB_0702,USR_04472,Annual Premium,2025-07-01,,Credit Card,1,1,1
SUB_0703,USR_05875,Monthly Premium,2025-05-26,2025-06-25,Apple Pay,1,1,1
SUB_0704,USR_00158,Monthly Premium,2025-03-27,2025-04-26,Credit Card,1,1,1
SUB_0705,USR_08775,Monthly Premium,2025-04-16,2025-05-16,Google Pay,1,0,1
SUB_0706,USR_09166,Monthly Premium,2025-04-29,,Apple Pay,1,1,1
SUB_0707,USR_04309,Monthly Premium,2025-01-29,,Google Pay,1,1,1
SUB_0708,USR_01832,Monthly Premium,2025-03-10,,Google Pay,1,1,1
SUB_0709,USR_03350,Monthly Premium,2025-03-06,,Credit Card,1,1,1
SUB_0710,USR_07497,Monthly Premium,2025-02-25,2025-03-27,Google Pay,1,1,1
SUB_0711,USR_09944,Monthly Premium,2025-02-20,,Apple Pay,1,0,1
SUB_0712,USR_04856,Annual Premium,2025-04-25,2025-05-25,Apple Pay,1,1,1
SUB_0713,USR_08811,Monthly Premium,2025-03-09,2025-04-08,Google Pay,1,0,1
SUB_0714,USR_08049,Annual Premium,2025-03-29,2025-04-28,Credit Card,1,1,1
SUB_0715,USR_05608,Annual Premium,2025-05-22,,Google Pay,1,1,1
SUB_0716,USR_07505,Monthly Premium,2025-05-30,,Credit Card,1,1,1
SUB_0717,USR_01023,Annual Premium,2025-05-14,2025-06-13,Credit Card,1,1,1
SUB_0718,USR_00816,Monthly Premium,2025-02-22,,Credit Card,1,1,1
SUB_0719,USR_02157,Monthly Premium,2025-03-22,2025-04-21,Credit Card,1,1,1
SUB_0720,USR_03211,Annual Premium,2025-01-05,,Credit Card,1,1,1
SUB_0721,USR_01512,Monthly Premium,2025-02-22,,Apple Pay,1,1,1
SUB_0722,USR_04977,Monthly Premium,2025-03-29,,Google Pay,1,1,1
SUB_0723,USR_06077,Monthly Premium,2025-06-27,,Credit Card,1,1,1
SUB_0724,USR_01203,Annual Premium,2025-01-31,,Google Pay,1,1,1
SUB_0725,USR_01947,Monthly Premium,2025-05-31,2025-06-30,Apple Pay,1,1,1
SUB_0726,USR_04944,Monthly Premium,2025-01-26,,Apple Pay,1,1,1
SUB_0727,USR_06813,Monthly Premium,2025-01-17,2025-02-16,Credit Card,1,1,1
SUB_0728,USR_08377,Monthly Premium,2025-03-20,,PayPal,1,1,1
SUB_0729,USR_01029,Monthly Premium,2025-03-16,2025-04-15,PayPal,1,1,1
SUB_0730,USR_07488,Annual Premium,2025-03-20,2025-04-19,Credit Card,1,1,1
SUB_0731,USR_02664,Annual Premium,2025-05-19,,Apple Pay,1,1,1
SUB_0732,USR_04506,Monthly Premium,2025-02-27,,Credit Card,1,1,1
SUB_0733,USR_06280,Annual Premium,2025-03-20,,Credit Card,1,1,1
SUB_0734,USR_01873,Monthly Premium,2025-05-11,,Apple Pay,1,1,1
SUB_0735,USR_02114,Monthly Premium,2025-02-17,,Credit Card,1,1,1
SUB_0736,USR_01070,Monthly Premium,2025-03-18,2025-04-17,Credit Card,1,1,1
SUB_0737,USR_06777,Monthly Premium,2025-05-31,,Credit Card,1,1,1
SUB_0738,USR_04717,Annual Premium,2025-04-21,,Google Pay,1,1,1
SUB_0739,USR_07974,Annual Premium,2025-03-21,,Apple Pay,1,1,1
SUB_0740,USR_05500,Monthly Premium,2025-06-07,,Apple Pay,1,1,1
SUB_0741,USR_04091,Monthly Premium,2025-04-23,,Apple Pay,1,1,1
SUB_0742,USR_09348,Monthly Premium,2025-04-15,,Credit Card,1,0,1
SUB_0743,USR_06434,Monthly Premium,2025-05-23,2025-06-22,Apple Pay,1,1,1
SUB_0744,USR_07018,Annual Premium,2025-03-12,,Google Pay,1,1,1
SUB_0745,USR_06239,Monthly Premium,2025-04-27,2025-05-27,Credit Card,1,1,1
SUB_0746,USR_02790,Monthly Premium,2025-06-15,,Credit Card,1,1,1
SUB_0747,USR_04041,Monthly Premium,2025-03-31,2025-04-30,Google Pay,1,1,1
SUB_0748,USR_07440,Monthly Premium,2025-02-27,,Credit Card,1,1,1
SUB_0749,USR_09541,Monthly Premium,2025-06-05,2025-07-05,Credit Card,1,1,1
SUB_0750,USR_07975,Monthly Premium,2025-04-16,2025-05-16,Credit Card,1,1,1
SUB_0751,USR_09011,Monthly Premium,2025-02-19,,Google Pay,1,1,1
SUB_0752,USR_07228,Monthly Premium,2025-05-02,,Credit Card,1,1,1
SUB_0753,USR_09236,Monthly Premium,2025-04-30,2025-05-30,Apple Pay,1,1,1
SUB_0754,USR_01711,Monthly Premium,2025-01-14,2025-02-13,Google Pay,1,1,1
SUB_0755,USR_01533,Monthly Premium,2025-05-03,,Credit Card,1,0,1
SUB_0756,USR_02728,Annual Premium,2025-06-08,,Apple Pay,1,0,1
SUB_0757,USR_01564,Monthly Premium,2025-03-14,,Credit Card,1,1,1
SUB_0758,USR_01374,Monthly Premium,2025-04-21,,PayPal,1,1,1
SUB_0759,USR_07666,Monthly Premium,2025-04-27,,Credit Card,1,1,1
SUB_0760,USR_04337,Monthly Premium,2025-01-25,,Credit Card,1,1,1
SUB_0761,USR_08416,Monthly Premium,2025-07-05,,Credit Card,1,1,1
SUB_0762,USR_04433,Monthly Premium,2025-06-21,,Google Pay,1,1,1
SUB_0763,USR_04905,Monthly Premium,2025-01-16,2025-02-15,Apple Pay,1,0,1
SUB_0764,USR_09391,Monthly Premium,2025-06-02,2025-07-02,Apple Pay,1,1,1
SUB_0765,USR_09392,Monthly Premium,2025-04-01,2025-05-01,PayPal,1,1,1
SUB_0766,USR_05080,Annual Premium,2025-01-20,,Credit Card,1,1,1
SUB_0767,USR_05687,Monthly Premium,2025-06-15,,Credit Card,1,1,1
SUB_0768,USR_09078,Monthly Premium,2025-06-09,,Apple Pay,1,1,1
SUB_0769,USR_08302,Monthly Premium,2025-02-04,,Apple Pay,1,0,1
SUB_0770,USR_09201,Monthly Premium,2025-02-01,2025-03-03,Credit Card,1,1,1
SUB_0771,USR_04702,Monthly Premium,2025-03-25,,Apple Pay,1,1,1
SUB_0772,USR_01270,Monthly Premium,2025-05-06,,Apple Pay,1,1,1
SUB_0773,USR_06431,Monthly Premium,2025-06-12,2025-07-12,Apple Pay,1,1,1
SUB_0774,USR_09985,Monthly Premium,2025-04-12,2025-05-12,Credit Card,1,1,1
SUB_0775,USR_08914,Annual Premium,2025-01-17,2025-02-16,Google Pay,1,1,1
SUB_0776,USR_07006,Annual Premium,2025-05-10,,Credit Card,1,1,1
SUB_0777,USR_05082,Monthly Premium,2025-06-21,,Credit Card,1,1,1
SUB_0778,USR_08463,Monthly Premium,2025-06-10,,Google Pay,1,1,1
SUB_0779,USR_06909,Monthly Premium,2025-04-07,,Credit Card,1,1,1
SUB_0780,USR_09061,Monthly Premium,2025-04-12,,Google Pay,1,1,1
SUB_0781,USR_08615,Monthly Premium,2025-03-01,,Credit Card,1,1,1
SUB_0782,USR_01723,Monthly Premium,2025-01-25,,Credit Card,1,1,1
SUB_0783,USR_02613,Monthly Premium,2025-06-29,,Google Pay,1,1,1
SUB_0784,USR_08796,Monthly Premium,2025-02-25,2025-03-27,Credit Card,1,1,1
SUB_0785,USR_00133,Monthly Premium,2025-07-01,,Google Pay,1,1,1
SUB_0786,USR_01844,Monthly Premium,2025-05-12,,Google Pay,1,1,1
SUB_0787,USR_00443,Monthly Premium,2025-04-07,,Credit Card,1,1,1
SUB_0788,USR_07460,Monthly Premium,2025-05-26,2025-06-25,Apple Pay,1,1,1
SUB_0789,USR_06175,Monthly Premium,2025-05-28,2025-06-27,Credit Card,1,1,1
SUB_0790,USR_06637,Monthly Premium,2025-05-22,,Apple Pay,1,1,1
SUB_0791,USR_04551,Monthly Premium,2025-03-03,,Credit Card,1,1,1
SUB_0792,USR_09092,Monthly Premium,2025-05-06,,Apple Pay,1,1,1
SUB_0793,USR_01850,Monthly Premium,2025-01-19,2025-02-18,Apple Pay,1,1,1
SUB_0794,USR_02527,Monthly Premium,2025-03-27,,Credit Card,1,1,1
SUB_0795,USR_01863,Annual Premium,2025-02-20,2025-03-22,Credit Card,1,1,1
SUB_0796,USR_06979,Monthly Premium,2025-03-24,,PayPal,1,1,1
SUB_0797,USR_08923,Monthly Premium,2025-05-22,,Apple Pay,1,1,1
SUB_0798,USR_05341,Annual Premium,2025-04-10,,Credit Card,1,0,1
SUB_0799,USR_04447,Monthly Premium,2025-03-07,,Credit Card,1,1,1
SUB_0800,USR_02714,Monthly Premium,2025-05-04,,Apple Pay,1,0,1
SUB_0801,USR_03105,Monthly Premium,2025-04-12,2025-05-12,PayPal,1,1,1
SUB_0802,USR_06046,Monthly Premium,2025-05-26,2025-06-25,Credit Card,1,1,1
SUB_0803,USR_04342,Monthly Premium,2025-06-22,,Apple Pay,1,1,1
SUB_0804,USR_02786,Monthly Premium,2025-06-10,2025-07-10,Apple Pay,1,1,1
SUB_0805,USR_09494,Monthly Premium,2025-02-18,2025-03-20,Apple Pay,1,1,1
SUB_0806,USR_03833,Monthly Premium,2025-02-01,,Apple Pay,1,1,1
SUB_0807,USR_06784,Annual Premium,2025-03-01,2025-03-31,Apple Pay,1,1,1
SUB_0808,USR_02489,Monthly Premium,2025-03-27,,Google Pay,1,1,1
SUB_0809,USR_08231,Annual Premium,2025-06-29,,Google Pay,1,1,1
SUB_0810,USR_05008,Monthly Premium,2025-02-28,2025-03-30,Credit Card,1,1,1
SUB_0811,USR_03041,Monthly Premium,2025-02-03,2025-03-05,Apple Pay,1,1,1
SUB_0812,USR_00101,Monthly Premium,2025-06-15,2025-07-15,PayPal,1,1,1
SUB_0813,USR_02293,Monthly Premium,2025-02-18,,Credit Card,1,1,1
SUB_0814,USR_03806,Monthly Premium,2025-02-24,2025-03-26,Google Pay,1,1,1
SUB_0815,USR_03854,Annual Premium,2025-06-07,,Apple Pay,1,1,1
SUB_0816,USR_07130,Monthly Premium,2025-01-18,2025-02-17,Credit Card,1,1,1
SUB_0817,USR_08549,Monthly Premium,2025-03-03,,Credit Card,1,1,1
SUB_0818,USR_03170,Annual Premium,2025-02-13,,Google Pay,1,1,1
SUB_0819,USR_00767,Monthly Premium,2025-06-17,2025-07-17,PayPal,1,1,1
SUB_0820,USR_02328,Monthly Premium,2025-01-17,,Credit Card,1,1,1
SUB_0821,USR_01551,Monthly Premium,2025-01-04,,Credit Card,1,1,1
SUB_0822,USR_00710,Monthly Premium,2025-02-01,2025-03-03,Apple Pay,1,1,1
SUB_0823,USR_03595,Monthly Premium,2025-03-16,,PayPal,1,0,1
SUB_0824,USR_02665,Monthly Premium,2025-04-20,2025-05-20,Google Pay,1,1,1
SUB_0825,USR_03852,Monthly Premium,2025-05-16,,Credit Card,1,1,1
SUB_0826,USR_04172,Monthly Premium,2025-01-18,,Apple Pay,1,1,1
SUB_0827,USR_09582,Annual Premium,2025-01-21,,Credit Card,1,1,1
SUB_0828,USR_03695,Monthly Premium,2025-03-27,,Apple Pay,1,1,1
SUB_0829,USR_04150,Monthly Premium,2025-02-03,,Google Pay,1,1,1
SUB_0830,USR_06142,Monthly Premium,2025-05-16,,Apple Pay,1,1,1
SUB_0831,USR_04199,Monthly Premium,2025-03-26,2025-04-25,Credit Card,1,1,1
SUB_0832,USR_04679,Monthly Premium,2025-05-11,,Credit Card,1,1,1
SUB_0833,USR_04481,Annual Premium,2025-02-08,,Credit Card,1,1,1
SUB_0834,USR_06840,Monthly Premium,2025-01-30,,Google Pay,1,1,1
SUB_0835,USR_01241,Monthly Premium,2025-03-14,,Credit Card,1,1,1
SUB_0836,USR_01294,Monthly Premium,2025-03-24,,Credit Card,1,1,1
SUB_0837,USR_08248,Monthly Premium,2025-02-08,,Apple Pay,1,1,1
SUB_0838,USR_04505,Monthly Premium,2025-04-23,,PayPal,1,1,1
SUB_0839,USR_08723,Monthly Premium,2025-02-12,,PayPal,1,1,1
SUB_0840,USR_07746,Annual Premium,2025-06-24,2025-07-24,Google Pay,1,1,1
SUB_0841,USR_07109,Monthly Premium,2025-06-22,,PayPal,1,1,1
SUB_0842,USR_00373,Monthly Premium,2025-03-11,2025-04-10,Credit Card,1,0,1
SUB_0843,USR_06520,Monthly Premium,2025-03-23,,PayPal,1,1,1
SUB_0844,USR_02621,Annual Premium,2025-04-18,,Apple Pay,1,1,1
SUB_0845,USR_03175,Annual Premium,2025-03-15,,Credit Card,1,1,1
SUB_0846,USR_07026,Monthly Premium,2025-05-06,2025-06-05,Apple Pay,1,1,1
SUB_0847,USR_09558,Monthly Premium,2025-01-23,,Google Pay,1,1,1
SUB_0848,USR_00841,Monthly Premium,2025-04-05,2025-05-05,Google Pay,1,1,1
SUB_0849,USR_07616,Monthly Premium,2025-05-04,2025-06-03,Apple Pay,1,1,1
SUB_0850,USR_00054,Annual Premium,2025-04-07,2025-05-07,Credit Card,1,1,1
SUB_0851,USR_00655,Monthly Premium,2025-05-31,,Credit Card,1,1,1
SUB_0852,USR_02985,Monthly Premium,2025-06-18,2025-07-18,Credit Card,1,1,1
SUB_0853,USR_01224,Monthly Premium,2025-02-24,2025-03-26,Credit Card,1,1,1
SUB_0854,USR_09806,Monthly Premium,2025-02-16,2025-03-18,Google Pay,1,1,1
SUB_0855,USR_00367,Monthly Premium,2025-03-01,,Apple Pay,1,0,1
SUB_0856,USR_00701,Monthly Premium,2025-01-12,,Google Pay,1,1,1
SUB_0857,USR_05445,Monthly Premium,2025-06-12,,Credit Card,1,1,1
SUB_0858,USR_08333,Monthly Premium,2025-07-02,,Google Pay,1,1,1
SUB_0859,USR_01200,Monthly Premium,2025-03-12,,PayPal,1,1,1
SUB_0860,USR_00875,Monthly Premium,2025-05-01,,Credit Card,1,1,1
SUB_0861,USR_06236,Monthly Premium,2025-03-01,,Apple Pay,1,1,1
SUB_0862,USR_09090,Monthly Premium,2025-01-28,,Google Pay,1,1,1
SUB_0863,USR_08641,Monthly Premium,2025-02-12,,Apple Pay,1,1,1
SUB_0864,USR_08388,Monthly Premium,2025-04-05,,Apple Pay,1,1,1
SUB_0865,USR_02773,Monthly Premium,2025-02-23,2025-03-25,PayPal,1,0,1
SUB_0866,USR_08221,Monthly Premium,2025-03-15,,Apple Pay,1,1,1
SUB_0867,USR_07030,Monthly Premium,2025-03-14,2025-04-13,Credit Card,1,1,1
SUB_0868,USR_06371,Monthly Premium,2025-05-21,,Credit Card,1,1,1
SUB_0869,USR_04494,Monthly Premium,2025-02-14,2025-03-16,Apple Pay,1,1,1
SUB_0870,USR_05458,Monthly Premium,2025-04-10,,Google Pay,1,1,1
SUB_0871,USR_08465,Annual Premium,2025-04-09,,Credit Card,1,1,1
SUB_0872,USR_05992,Monthly Premium,2025-05-04,,Credit Card,1,1,1
SUB_0873,USR_02444,Monthly Premium,2025-04-19,,Credit Card,1,1,1
SUB_0874,USR_09394,Monthly Premium,2025-04-17,2025-05-17,Credit Card,1,1,1
SUB_0875,USR_00659,Annual Premium,2025-06-01,2025-07-01,Credit Card,1,1,1
SUB_0876,USR_02941,Annual Premium,2025-03-13,,Apple Pay,1,0,1
SUB_0877,USR_07283,Monthly Premium,2025-02-03,2025-03-05,PayPal,1,1,1
SUB_0878,USR_01261,Monthly Premium,2025-06-27,,Credit Card,1,1,1
SUB_0879,USR_00278,Monthly Premium,2025-04-29,,Credit Card,1,1,1
SUB_0880,USR_07213,Annual Premium,2025-01-31,2025-03-02,Credit Card,1,1,1
SUB_0881,USR_09087,Monthly Premium,2025-05-17,2025-06-16,Apple Pay,1,1,1
SUB_0882,USR_00462,Monthly Premium,2025-02-14,2025-03-16,Credit Card,1,1,1
SUB_0883,USR_00042,Annual Premium,2025-03-18,,PayPal,1,1,1
SUB_0884,USR_03179,Monthly Premium,2025-06-30,,Apple Pay,1,1,1
SUB_0885,USR_05775,Monthly Premium,2025-03-28,,Credit Card,1,0,1
SUB_0886,USR_04191,Monthly Premium,2025-06-16,,Apple Pay,1,1,1
SUB_0887,USR_01536,Annual Premium,2025-01-12,2025-02-11,Credit Card,1,1,1
SUB_0888,USR_09502,Monthly Premium,2025-05-10,,Apple Pay,1,1,1
SUB_0889,USR_04356,Monthly Premium,2025-05-30,,Credit Card,1,1,1
SUB_0890,USR_03780,Annual Premium,2025-05-23,2025-06-22,PayPal,1,1,1
SUB_0891,USR_01539,Monthly Premium,2025-07-02,,Credit Card,1,1,1
SUB_0892,USR_04799,Monthly Premium,2025-04-16,,Credit Card,1,1,1
SUB_0893,USR_05504,Monthly Premium,2025-04-19,,Credit Card,1,1,1
SUB_0894,USR_00379,Monthly Premium,2025-04-02,,Apple Pay,1,1,1
SUB_0895,USR_03704,Monthly Premium,2025-01-22,,Apple Pay,1,1,1
SUB_0896,USR_07629,Annual Premium,2025-06-27,,Credit Card,1,1,1
SUB_0897,USR_01236,Monthly Premium,2025-05-22,2025-06-21,PayPal,1,1,1
SUB_0898,USR_06037,Annual Premium,2025-05-25,,Apple Pay,1,1,1
SUB_0899,USR_00650,Monthly Premium,2025-03-27,,Credit Card,1,1,1
SUB_0900,USR_00726,Monthly Premium,2025-04-19,,Credit Card,1,1,1
SUB_0901,USR_00529,Annual Premium,2025-04-12,,Credit Card,1,1,1
SUB_0902,USR_04251,Monthly Premium,2025-02-20,,Credit Card,1,1,1
SUB_0903,USR_03102,Monthly Premium,2025-02-18,,Credit Card,1,1,1
SUB_0904,USR_00079,Monthly Premium,2025-03-28,2025-04-27,Credit Card,1,1,1
SUB_0905,USR_09888,Monthly Premium,2025-05-12,2025-06-11,Google Pay,1,1,1
SUB_0906,USR_05340,Monthly Premium,2025-02-17,2025-03-19,Credit Card,1,1,1
SUB_0907,USR_09029,Monthly Premium,2025-05-09,,Google Pay,1,1,1
SUB_0908,USR_02957,Annual Premium,2025-01-18,,Google Pay,1,1,1
SUB_0909,USR_03923,Monthly Premium,2025-04-16,,Credit Card,1,1,1
SUB_0910,USR_07376,Annual Premium,2025-04-14,,Google Pay,1,1,1
SUB_0911,USR_02178,Annual Premium,2025-05-15,,Credit Card,1,1,1
SUB_0912,USR_06773,Annual Premium,2025-04-26,,Google Pay,1,1,1
SUB_0913,USR_09909,Monthly Premium,2025-01-21,,Credit Card,1,1,1
SUB_0914,USR_05337,Monthly Premium,2025-04-18,,PayPal,1,0,1
SUB_0915,USR_01006,Monthly Premium,2025-03-05,,Credit Card,1,1,1
SUB_0916,USR_00425,Monthly Premium,2025-04-11,,Credit Card,1,1,1
SUB_0917,USR_01494,Monthly Premium,2025-06-14,2025-07-14,Credit Card,1,0,1
SUB_0918,USR_09172,Monthly Premium,2025-02-12,2025-03-14,Google Pay,1,1,1
SUB_0919,USR_07694,Monthly Premium,2025-06-13,,Credit Card,1,1,1
SUB_0920,USR_06907,Monthly Premium,2025-01-14,2025-02-13,Credit Card,1,1,1
SUB_0921,USR_02984,Monthly Premium,2025-02-12,,Credit Card,1,1,1
SUB_0922,USR_06529,Monthly Premium,2025-02-12,,Credit Card,1,1,1
SUB_0923,USR_04713,Monthly Premium,2025-03-07,2025-04-06,Google Pay,1,1,1
SUB_0924,USR_06440,Monthly Premium,2025-01-23,2025-02-22,Google Pay,1,1,1
SUB_0925,USR_07195,Monthly Premium,2025-02-27,2025-03-29,Credit Card,1,1,1
SUB_0926,USR_09836,Monthly Premium,2025-01-15,,Credit Card,1,1,1
SUB_0927,USR_00219,Monthly Premium,2025-04-04,,Credit Card,1,1,1
SUB_0928,USR_06820,Monthly Premium,2025-05-07,,Credit Card,1,1,1
SUB_0929,USR_04921,Monthly Premium,2025-03-26,,Credit Card,1,1,1
SUB_0930,USR_07914,Monthly Premium,2025-03-15,,Apple Pay,1,1,1
SUB_0931,USR_04719,Monthly Premium,2025-04-02,2025-05-02,Credit Card,1,0,1
SUB_0932,USR_09784,Monthly Premium,2025-06-17,,Google Pay,1,0,1
SUB_0933,USR_05991,Monthly Premium,2025-02-27,,Credit Card,1,1,1
SUB_0934,USR_05626,Monthly Premium,2025-05-31,2025-06-30,Apple Pay,1,1,1
SUB_0935,USR_07792,Monthly Premium,2025-05-23,,Credit Card,1,1,1
SUB_0936,USR_03956,Monthly Premium,2025-01-23,,Credit Card,1,1,1
SUB_0937,USR_03993,Monthly Premium,2025-02-17,,Credit Card,1,1,1
SUB_0938,USR_07238,Monthly Premium,2025-04-05,,Apple Pay,1,1,1
SUB_0939,USR_05229,Monthly Premium,2025-03-27,,Google Pay,1,1,1
SUB_0940,USR_05287,Monthly Premium,2025-06-07,,PayPal,1,0,1
SUB_0941,USR_04691,Monthly Premium,2025-04-18,,Google Pay,1,1,1
SUB_0942,USR_07628,Monthly Premium,2025-06-20,,Google Pay,1,1,1
SUB_0943,USR_00570,Monthly Premium,2025-07-07,,Credit Card,1,1,1
SUB_0944,USR_06575,Monthly Premium,2025-01-08,,Credit Card,1,1,1
SUB_0945,USR_05207,Monthly Premium,2025-02-09,,Apple Pay,1,1,1
SUB_0946,USR_07286,Monthly Premium,2025-06-09,,Apple Pay,1,1,1
SUB_0947,USR_07236,Monthly Premium,2025-02-23,,Credit Card,1,0,1
SUB_0948,USR_07321,Monthly Premium,2025-03-17,,Apple Pay,1,1,1
SUB_0949,USR_08630,Monthly Premium,2025-05-22,2025-06-21,Credit Card,1,1,1
SUB_0950,USR_08924,Monthly Premium,2025-03-09,2025-04-08,Credit Card,1,1,1
SUB_0951,USR_02168,Monthly Premium,2025-06-10,2025-07-10,Apple Pay,1,1,1
SUB_0952,USR_08810,Monthly Premium,2025-04-23,,Credit Card,1,1,1
SUB_0953,USR_08497,Monthly Premium,2025-01-01,,Apple Pay,1,0,1
SUB_0954,USR_06163,Monthly Premium,2025-05-09,,Credit Card,1,1,1
SUB_0955,USR_04662,Monthly Premium,2025-03-16,,Credit Card,1,1,1
SUB_0956,USR_01698,Monthly Premium,2025-02-05,,Credit Card,1,1,1
SUB_0957,USR_08382,Monthly Premium,2025-03-22,,Credit Card,1,1,1
SUB_0958,USR_02742,Monthly Premium,2025-04-16,,Google Pay,1,1,1
SUB_0959,USR_00038,Monthly Premium,2025-05-13,,Google Pay,1,1,1
SUB_0960,USR_01787,Annual Premium,2025-03-29,,Google Pay,1,1,1
SUB_0961,USR_08591,Monthly Premium,2025-03-22,,Apple Pay,1,1,1
SUB_0962,USR_03098,Monthly Premium,2025-05-31,,Credit Card,1,1,1
SUB_0963,USR_07224,Annual Premium,2025-06-19,2025-07-19,Credit Card,1,1,1
SUB_0964,USR_03892,Monthly Premium,2025-02-06,,Google Pay,1,0,1
SUB_0965,USR_07626,Monthly Premium,2025-01-27,,PayPal,1,1,1
SUB_0966,USR_00930,Annual Premium,2025-03-16,,Credit Card,1,1,1
SUB_0967,USR_00647,Monthly Premium,2025-03-06,,Credit Card,1,1,1
SUB_0968,USR_02233,Annual Premium,2025-06-04,2025-07-04,Apple Pay,1,1,1
SUB_0969,USR_09529,Annual Premium,2025-02-19,2025-03-21,Credit Card,1,1,1
SUB_0970,USR_07520,Monthly Premium,2025-04-05,,Google Pay,1,1,1
SUB_0971,USR_07749,Monthly Premium,2025-04-20,,Credit Card,1,1,1
SUB_0972,USR_05834,Monthly Premium,2025-06-06,,Credit Card,1,1,1
SUB_0973,USR_01005,Monthly Premium,2025-06-04,,Apple Pay,1,0,1
SUB_0974,USR_04974,Monthly Premium,2025-02-18,,Credit Card,1,1,1
SUB_0975,USR_01195,Annual Premium,2025-03-16,2025-04-15,PayPal,1,1,1
SUB_0976,USR_09315,Monthly Premium,2025-06-09,,Credit Card,1,1,1
SUB_0977,USR_00766,Monthly Premium,2025-04-14,,Credit Card,1,1,1
SUB_0978,USR_00461,Monthly Premium,2025-03-31,,Apple Pay,1,1,1
SUB_0979,USR_08342,Monthly Premium,2025-06-02,,Apple Pay,1,1,1
SUB_0980,USR_05609,Monthly Premium,2025-02-20,,Credit Card,1,1,1
SUB_0981,USR_06003,Monthly Premium,2025-01-31,,Credit Card,1,1,1
SUB_0982,USR_01088,Monthly Premium,2025-05-16,,Credit Card,1,1,1
SUB_0983,USR_08128,Monthly Premium,2025-05-29,2025-06-28,Credit Card,1,1,1
SUB_0984,USR_08481,Monthly Premium,2025-05-16,,Apple Pay,1,1,1
SUB_0985,USR_05773,Monthly Premium,2025-02-03,,Google Pay,1,1,1
SUB_0986,USR_04111,Monthly Premium,2025-01-31,,Apple Pay,1,1,1
SUB_0987,USR_07734,Annual Premium,2025-06-08,,Credit Card,1,1,1
SUB_0988,USR_05418,Monthly Premium,2025-05-31,,Apple Pay,1,1,1
SUB_0989,USR_06014,Monthly Premium,2025-03-28,2025-04-27,Credit Card,1,1,1
SUB_0990,USR_03850,Monthly Premium,2025-06-13,2025-07-13,Apple Pay,1,1,1
SUB_0991,USR_09743,Annual Premium,2025-05-27,,Credit Card,1,1,1
SUB_0992,USR_00629,Monthly Premium,2025-05-14,,Google Pay,1,1,1
SUB_0993,USR_00233,Monthly Premium,2025-03-31,,Apple Pay,1,1,1
SUB_0994,USR_05154,Monthly Premium,2025-06-15,,Credit Card,1,1,1
SUB_0995,USR_00316,Annual Premium,2025-02-09,2025-03-11,Credit Card,1,0,1
SUB_0996,USR_01334,Annual Premium,2025-02-02,,Apple Pay,1,0,1
SUB_0997,USR_02409,Monthly Premium,2025-03-27,,Credit Card,1,1,1
SUB_0998,USR_02996,Monthly Premium,2025-01-20,2025-02-19,Credit Card,1,1,1
SUB_0999,USR_00115,Monthly Premium,2025-02-10,,PayPal,1,1,1
SUB_1000,USR_03044,Annual Premium,2025-06-13,,Apple Pay,1,0,1
SUB_1001,USR_01937,Monthly Premium,2025-05-30,,Credit Card,1,1,1
SUB_1002,USR_07104,Annual Premium,2025-06-07,2025-07-07,Apple Pay,1,1,1
SUB_1003,USR_03012,Monthly Premium,2025-01-07,,PayPal,1,0,1
SUB_1004,USR_02549,Monthly Premium,2025-01-11,2025-02-10,Apple Pay,1,1,1
SUB_1005,USR_09428,Monthly Premium,2025-02-08,,Google Pay,1,1,1
SUB_1006,USR_08022,Monthly Premium,2025-05-31,,Apple Pay,1,1,1
SUB_1007,USR_04083,Monthly Premium,2025-05-22,,Credit Card,1,1,1
SUB_1008,USR_08031,Monthly Premium,2025-05-02,,Credit Card,1,1,1
SUB_1009,USR_04439,Monthly Premium,2025-02-22,,Credit Card,1,1,1
SUB_1010,USR_02821,Monthly Premium,2025-03-31,2025-04-30,Credit Card,1,1,1
SUB_1011,USR_07646,Annual Premium,2025-01-06,,Credit Card,1,1,1
SUB_1012,USR_05108,Annual Premium,2025-04-11,2025-05-11,Credit Card,1,1,1
