user_id,total_sessions,returned_next_day,returned_after_7_days,returned_after_30_days,days_until_last_session,churned,churn_reason
USR_02112,4,0,0,0,6,1,Slow response times
USR_02113,3,0,0,0,14,1,Just trying it out
USR_02114,18,0,0,1,55,0,Not Churned
USR_02115,18,0,0,1,26,0,Not Churned
USR_02116,18,0,0,1,80,0,Not Churned
USR_02117,7,0,0,0,18,0,Not Churned
USR_02118,23,0,0,1,40,0,Not Churned
USR_02119,25,0,0,1,52,0,Not Churned
USR_02120,3,0,0,0,14,1,Found another app
USR_02121,6,0,0,0,8,0,Not Churned
USR_02122,7,0,0,0,19,0,Not Churned
USR_02123,3,0,0,0,4,1,AI responses unhelpful
USR_02124,1,0,0,0,1,1,App crashes/Bugs
USR_02125,12,0,0,0,73,0,Not Churned
USR_02126,1,0,0,0,0,1,Just trying it out
USR_02127,9,0,0,0,15,0,Not Churned
USR_02128,6,0,0,0,19,0,Not Churned
USR_02129,20,0,0,1,63,0,Not Churned
USR_02130,7,0,0,0,10,0,Not Churned
USR_02131,37,0,0,1,55,0,Not Churned
USR_02132,3,0,0,0,7,1,AI responses unhelpful
USR_02133,0,0,0,0,2,1,AI responses unhelpful
USR_02134,11,0,0,0,57,0,Not Churned
USR_02135,1,0,0,0,1,1,Found another app
USR_02136,40,0,0,1,25,0,Not Churned
USR_02137,4,0,0,0,8,1,Just trying it out
USR_02138,0,0,0,0,2,1,Found another app
USR_02139,22,0,0,1,82,0,Not Churned
USR_02140,18,0,0,1,103,0,Not Churned
USR_02141,3,0,0,0,19,1,AI responses unhelpful
USR_02142,15,0,0,0,67,0,Not Churned
USR_02143,14,0,0,0,56,0,Not Churned
USR_02144,9,0,0,0,6,0,Not Churned
USR_02145,4,0,0,0,9,1,Found another app
USR_02146,30,0,0,1,102,0,Not Churned
USR_02147,6,0,0,0,13,0,Not Churned
USR_02148,12,0,0,0,23,0,Not Churned
USR_02149,29,0,0,1,83,0,Not Churned
USR_02150,5,0,0,0,9,0,Not Churned
USR_02151,1,0,0,0,1,1,Found another app
USR_02152,44,0,0,1,57,0,Not Churned
USR_02153,6,0,0,0,4,0,Not Churned
USR_02154,9,0,0,0,8,0,Not Churned
USR_02155,9,0,0,0,17,0,Not Churned
USR_02156,2,0,0,0,0,1,AI responses unhelpful
USR_02157,19,0,0,1,84,0,Not Churned
USR_02158,6,0,0,0,18,0,Not Churned
USR_02159,4,0,0,0,8,1,Found another app
USR_02160,22,0,0,1,52,0,Not Churned
USR_02161,33,0,0,1,50,0,Not Churned
USR_02162,24,0,0,1,104,0,Not Churned
USR_02163,2,0,0,0,1,1,AI responses unhelpful
USR_02164,16,0,0,1,26,0,Not Churned
USR_02165,23,0,0,1,38,0,Not Churned
USR_02166,9,0,0,0,15,0,Not Churned
USR_02167,56,0,0,1,80,0,Not Churned
USR_02168,6,0,0,0,4,0,Not Churned
USR_02169,19,0,0,1,48,0,Not Churned
USR_02170,15,0,0,0,48,0,Not Churned
USR_02171,11,0,0,0,34,0,Not Churned
USR_02172,26,0,0,1,108,0,Not Churned
USR_02173,7,0,0,0,5,0,Not Churned
USR_02174,14,0,0,0,77,0,Not Churned
USR_02175,16,0,0,1,67,0,Not Churned
USR_02176,9,0,0,0,9,0,Not Churned
USR_02177,13,0,0,0,59,0,Not Churned
USR_02178,3,0,0,0,19,1,Found another app
USR_02179,5,0,0,0,10,0,Not Churned
USR_02180,4,0,0,0,12,1,Slow response times
USR_02181,14,0,0,0,42,0,Not Churned
USR_02182,23,0,0,1,24,0,Not Churned
USR_02183,17,0,0,1,55,0,Not Churned
USR_02184,42,0,0,1,101,0,Not Churned
USR_02185,4,0,0,0,9,1,Slow response times
USR_02186,29,0,0,1,74,0,Not Churned
USR_02187,8,0,0,0,18,0,Not Churned
USR_02188,0,0,0,0,1,1,Slow response times
USR_02189,0,0,0,0,1,1,Found another app
USR_02190,14,0,0,0,77,0,Not Churned
USR_02191,25,0,0,1,85,0,Not Churned
USR_02192,26,0,0,1,23,0,Not Churned
USR_02193,14,0,0,0,50,0,Not Churned
USR_02194,1,0,0,0,0,1,App crashes/Bugs
USR_02195,1,0,0,0,2,1,AI responses unhelpful
USR_02196,40,0,0,1,90,0,Not Churned
USR_02197,1,0,0,0,1,1,App crashes/Bugs
USR_02198,20,0,0,1,29,0,Not Churned
USR_02199,4,0,0,0,17,1,Found another app
USR_02200,2,0,0,0,1,1,Too expensive
USR_02201,0,0,0,0,0,1,Found another app
USR_02202,3,0,0,0,12,1,App crashes/Bugs
USR_02203,6,0,0,0,17,0,Not Churned
USR_02204,1,0,0,0,1,1,AI responses unhelpful
USR_02205,69,0,0,1,45,0,Not Churned
USR_02206,0,0,0,0,1,1,Found another app
USR_02207,15,0,0,0,114,0,Not Churned
USR_02208,12,0,0,0,97,0,Not Churned
USR_02209,1,0,0,0,2,1,Slow response times
USR_02210,1,0,0,0,0,1,Just trying it out
USR_02211,17,0,0,1,89,0,Not Churned
USR_02212,3,0,0,0,17,1,AI responses unhelpful
USR_02213,12,0,0,0,86,0,Not Churned
USR_02214,8,0,0,0,14,0,Not Churned
USR_02215,11,0,0,0,68,0,Not Churned
USR_02216,13,0,0,0,46,0,Not Churned
USR_02217,0,0,0,0,1,1,Found another app
USR_02218,19,0,0,1,27,0,Not Churned
USR_02219,6,0,0,0,11,0,Not Churned
USR_02220,5,0,0,0,14,0,Not Churned
USR_02221,2,0,0,0,0,1,App crashes/Bugs
USR_02222,5,0,0,0,17,0,Not Churned
USR_02223,10,0,0,0,8,0,Not Churned
USR_02224,8,0,0,0,6,0,Not Churned
USR_02225,1,0,0,0,1,1,Just trying it out
USR_02226,0,0,0,0,1,1,Too expensive
USR_02227,0,0,0,0,2,1,Slow response times
USR_02228,16,0,0,1,43,0,Not Churned
USR_02229,17,0,0,1,31,0,Not Churned
USR_02230,12,0,0,0,115,0,Not Churned
USR_02231,21,0,0,1,26,0,Not Churned
USR_02232,7,0,0,0,14,0,Not Churned
USR_02233,5,0,0,0,4,0,Not Churned
USR_02234,22,0,0,1,39,0,Not Churned
USR_02235,18,0,0,1,46,0,Not Churned
USR_02236,14,0,0,0,24,0,Not Churned
USR_02237,37,0,0,1,65,0,Not Churned
USR_02238,18,0,0,1,59,0,Not Churned
USR_02239,16,0,0,1,34,0,Not Churned
USR_02240,5,0,0,0,10,0,Not Churned
USR_02241,19,0,0,1,83,0,Not Churned
USR_02242,10,0,0,0,9,0,Not Churned
USR_02243,3,0,0,0,6,1,Slow response times
USR_02244,50,0,0,1,22,0,Not Churned
USR_02245,41,0,0,1,94,0,Not Churned
USR_02246,2,0,0,0,0,1,Just trying it out
USR_02247,11,0,0,0,114,0,Not Churned
USR_02248,20,0,0,1,23,0,Not Churned
USR_02249,1,0,0,0,0,1,Just trying it out
USR_02250,3,0,0,0,4,1,Just trying it out
USR_02251,12,0,0,0,78,0,Not Churned
USR_02252,0,0,0,0,2,1,Slow response times
USR_02253,25,0,0,1,25,0,Not Churned
USR_02254,38,0,0,1,91,0,Not Churned
USR_02255,18,0,0,1,52,0,Not Churned
USR_02256,35,0,0,1,90,0,Not Churned
USR_02257,24,0,0,1,117,0,Not Churned
USR_02258,1,0,0,0,2,1,App crashes/Bugs
USR_02259,0,0,0,0,0,1,Found another app
USR_02260,32,0,0,1,97,0,Not Churned
USR_02261,21,0,0,1,60,0,Not Churned
USR_02262,10,0,0,0,9,0,Not Churned
USR_02263,39,0,0,1,78,0,Not Churned
USR_02264,1,0,0,0,2,1,Just trying it out
USR_02265,9,0,0,0,15,0,Not Churned
USR_02266,6,0,0,0,12,0,Not Churned
USR_02267,2,0,0,0,1,1,App crashes/Bugs
USR_02268,19,0,0,1,79,0,Not Churned
USR_02269,17,0,0,1,83,0,Not Churned
USR_02270,16,0,0,1,89,0,Not Churned
USR_02271,9,0,0,0,18,0,Not Churned
USR_02272,13,0,0,0,87,0,Not Churned
USR_02273,32,0,0,1,67,0,Not Churned
USR_02274,8,0,0,0,4,0,Not Churned
USR_02275,5,0,0,0,17,0,Not Churned
USR_02276,8,0,0,0,4,0,Not Churned
USR_02277,16,0,0,1,25,0,Not Churned
USR_02278,11,0,0,0,29,0,Not Churned
USR_02279,31,0,0,1,79,0,Not Churned
USR_02280,10,0,0,0,8,0,Not Churned
USR_02281,17,0,0,1,69,0,Not Churned
USR_02282,10,0,0,0,8,0,Not Churned
USR_02283,4,0,0,0,8,1,App crashes/Bugs
USR_02284,0,0,0,0,2,1,Just trying it out
USR_02285,28,0,0,1,30,0,Not Churned
USR_02286,12,0,0,0,32,0,Not Churned
USR_02287,1,0,0,0,0,1,AI responses unhelpful
USR_02288,50,0,0,1,68,0,Not Churned
USR_02289,6,0,0,0,13,0,Not Churned
USR_02290,7,0,0,0,13,0,Not Churned
USR_02291,11,0,0,0,107,0,Not Churned
USR_02292,8,0,0,0,4,0,Not Churned
USR_02293,4,0,0,0,11,1,Found another app
USR_02294,25,0,0,1,34,0,Not Churned
USR_02295,2,0,0,0,0,1,Slow response times
USR_02296,14,0,0,0,99,0,Not Churned
USR_02297,21,0,0,1,81,0,Not Churned
USR_02298,0,0,0,0,2,1,Found another app
USR_02299,16,0,0,1,105,0,Not Churned
USR_02300,10,0,0,0,5,0,Not Churned
USR_02301,0,0,0,0,0,1,Slow response times
USR_02302,12,0,0,0,53,0,Not Churned
USR_02303,6,0,0,0,18,0,Not Churned
USR_02304,0,0,0,0,0,1,AI responses unhelpful
USR_02305,12,0,0,0,85,0,Not Churned
USR_02306,59,0,0,1,99,0,Not Churned
USR_02307,22,0,0,1,31,0,Not Churned
USR_02308,5,0,0,0,11,0,Not Churned
USR_02309,13,0,0,0,42,0,Not Churned
USR_02310,14,0,0,0,113,0,Not Churned
USR_02311,5,0,0,0,4,0,Not Churned
USR_02312,15,0,0,0,100,0,Not Churned
USR_02313,10,0,0,0,11,0,Not Churned
USR_02314,6,0,0,0,14,0,Not Churned
USR_02315,22,0,0,1,108,0,Not Churned
USR_02316,17,0,0,1,112,0,Not Churned
USR_02317,18,0,0,1,85,0,Not Churned
USR_02318,9,0,0,0,15,0,Not Churned
USR_02319,21,0,0,1,23,0,Not Churned
USR_02320,16,0,0,1,111,0,Not Churned
USR_02321,27,0,0,1,61,0,Not Churned
USR_02322,6,0,0,0,5,0,Not Churned
USR_02323,26,0,0,1,63,0,Not Churned
USR_02324,4,0,0,0,16,1,Just trying it out
USR_02325,7,0,0,0,9,0,Not Churned
USR_02326,39,0,0,1,80,0,Not Churned
USR_02327,2,0,0,0,1,1,Slow response times
USR_02328,25,0,0,1,67,0,Not Churned
USR_02329,5,0,0,0,16,0,Not Churned
USR_02330,1,0,0,0,1,1,AI responses unhelpful
USR_02331,28,0,0,1,56,0,Not Churned
USR_02332,4,0,0,0,9,1,App crashes/Bugs
USR_02333,10,0,0,0,9,0,Not Churned
USR_02334,13,0,0,0,87,0,Not Churned
USR_02335,11,0,0,0,60,0,Not Churned
USR_02336,26,0,0,1,93,0,Not Churned
USR_02337,44,0,0,1,47,0,Not Churned
USR_02338,11,0,0,0,82,0,Not Churned
USR_02339,5,0,0,0,12,0,Not Churned
USR_02340,17,0,0,1,72,0,Not Churned
USR_02341,8,0,0,0,4,0,Not Churned
USR_02342,5,0,0,0,5,0,Not Churned
USR_02343,19,0,0,1,73,0,Not Churned
USR_02344,17,0,0,1,115,0,Not Churned
USR_02345,11,0,0,0,103,0,Not Churned
USR_02346,4,0,0,0,8,1,Just trying it out
USR_02347,17,0,0,1,110,0,Not Churned
USR_02348,22,0,0,1,65,0,Not Churned
USR_02349,0,0,0,0,0,1,App crashes/Bugs
USR_02350,3,0,0,0,4,1,AI responses unhelpful
USR_02351,51,0,0,1,116,0,Not Churned
USR_02352,3,0,0,0,4,1,AI responses unhelpful
USR_02353,2,0,0,0,2,1,AI responses unhelpful
USR_02354,15,0,0,0,85,0,Not Churned
USR_02355,8,0,0,0,5,0,Not Churned
USR_02356,10,0,0,0,19,0,Not Churned
USR_02357,7,0,0,0,9,0,Not Churned
USR_02358,9,0,0,0,7,0,Not Churned
USR_02359,104,0,0,1,114,0,Not Churned
USR_02360,7,0,0,0,4,0,Not Churned
USR_02361,2,0,0,0,2,1,Slow response times
USR_02362,25,0,0,1,38,0,Not Churned
USR_02363,10,0,0,0,11,0,Not Churned
USR_02364,10,0,0,0,18,0,Not Churned
USR_02365,31,0,0,1,70,0,Not Churned
USR_02366,3,0,0,0,6,1,Slow response times
USR_02367,7,0,0,0,14,0,Not Churned
USR_02368,2,0,0,0,0,1,Too expensive
USR_02369,2,0,0,0,1,1,App crashes/Bugs
USR_02370,7,0,0,0,12,0,Not Churned
USR_02371,47,0,0,1,36,0,Not Churned
USR_02372,22,0,0,1,104,0,Not Churned
USR_02373,1,0,0,0,2,1,Found another app
USR_02374,6,0,0,0,6,0,Not Churned
USR_02375,33,0,0,1,64,0,Not Churned
USR_02376,11,0,0,0,23,0,Not Churned
USR_02377,6,0,0,0,9,0,Not Churned
USR_02378,2,0,0,0,2,1,Found another app
USR_02379,14,0,0,0,106,0,Not Churned
USR_02380,2,0,0,0,1,1,Slow response times
USR_02381,12,0,0,0,113,0,Not Churned
USR_02382,22,0,0,1,70,0,Not Churned
USR_02383,28,0,0,1,24,0,Not Churned
USR_02384,18,0,0,1,107,0,Not Churned
USR_02385,5,0,0,0,18,0,Not Churned
USR_02386,20,0,0,1,90,0,Not Churned
USR_02387,63,0,0,1,85,0,Not Churned
USR_02388,8,0,0,0,7,0,Not Churned
USR_02389,34,0,0,1,80,0,Not Churned
USR_02390,37,0,0,1,24,0,Not Churned
USR_02391,71,0,0,1,57,0,Not Churned
USR_02392,3,0,0,0,15,1,App crashes/Bugs
USR_02393,53,0,0,1,71,0,Not Churned
USR_02394,3,0,0,0,5,1,AI responses unhelpful
USR_02395,5,0,0,0,6,0,Not Churned
USR_02396,2,0,0,0,2,1,App crashes/Bugs
USR_02397,7,0,0,0,14,0,Not Churned
USR_02398,0,0,0,0,1,1,AI responses unhelpful
USR_02399,7,0,0,0,7,0,Not Churned
USR_02400,17,0,0,1,76,0,Not Churned
USR_02401,1,0,0,0,2,1,Slow response times
USR_02402,24,0,0,1,107,0,Not Churned
USR_02403,4,0,0,0,18,1,Too expensive
USR_02404,1,0,0,0,0,1,Found another app
USR_02405,3,0,0,0,10,1,Slow response times
USR_02406,1,0,0,0,1,1,AI responses unhelpful
USR_02407,27,0,0,1,27,0,Not Churned
USR_02408,6,0,0,0,16,0,Not Churned
USR_02409,2,0,0,0,0,1,Found another app
USR_02410,6,0,0,0,15,0,Not Churned
USR_02411,9,0,0,0,15,0,Not Churned
USR_02412,5,0,0,0,8,0,Not Churned
USR_02413,10,0,0,0,5,0,Not Churned
USR_02414,21,0,0,1,49,0,Not Churned
USR_02415,10,0,0,0,4,0,Not Churned
USR_02416,6,0,0,0,12,0,Not Churned
USR_02417,50,0,0,1,21,0,Not Churned
USR_02418,4,0,0,0,10,1,Just trying it out
USR_02419,13,0,0,0,33,0,Not Churned
USR_02420,23,0,0,1,68,0,Not Churned
USR_02421,4,0,0,0,14,1,Just trying it out
USR_02422,3,0,0,0,11,1,AI responses unhelpful
USR_02423,14,0,0,0,86,0,Not Churned
USR_02424,2,0,0,0,0,1,AI responses unhelpful
USR_02425,2,0,0,0,1,1,App crashes/Bugs
USR_02426,10,0,0,0,17,0,Not Churned
USR_02427,23,0,0,1,47,0,Not Churned
USR_02428,21,0,0,1,68,0,Not Churned
USR_02429,0,0,0,0,1,1,Too expensive
USR_02430,33,0,0,1,82,0,Not Churned
USR_02431,44,0,0,1,64,0,Not Churned
USR_02432,18,0,0,1,108,0,Not Churned
USR_02433,12,0,0,0,27,0,Not Churned
USR_02434,51,0,0,1,22,0,Not Churned
USR_02435,37,0,0,1,33,0,Not Churned
USR_02436,10,0,0,0,19,0,Not Churned
USR_02437,23,0,0,1,63,0,Not Churned
USR_02438,5,0,0,0,8,0,Not Churned
USR_02439,9,0,0,0,14,0,Not Churned
USR_02440,19,0,0,1,64,0,Not Churned
USR_02441,6,0,0,0,18,0,Not Churned
USR_02442,9,0,0,0,8,0,Not Churned
USR_02443,1,0,0,0,0,1,Just trying it out
USR_02444,32,0,0,1,92,0,Not Churned
USR_02445,40,0,0,1,114,0,Not Churned
USR_02446,6,0,0,0,10,0,Not Churned
USR_02447,2,0,0,0,2,1,Too expensive
USR_02448,20,0,0,1,64,0,Not Churned
USR_02449,2,0,0,0,2,1,Just trying it out
USR_02450,6,0,0,0,11,0,Not Churned
USR_02451,39,0,0,1,58,0,Not Churned
USR_02452,2,0,0,0,0,1,Found another app
USR_02453,7,0,0,0,7,0,Not Churned
USR_02454,9,0,0,0,13,0,Not Churned
USR_02455,2,0,0,0,1,1,AI responses unhelpful
USR_02456,2,0,0,0,0,1,Just trying it out
USR_02457,16,0,0,1,89,0,Not Churned
USR_02458,2,0,0,0,1,1,Too expensive
USR_02459,2,0,0,0,2,1,Too expensive
USR_02460,6,0,0,0,5,0,Not Churned
USR_02461,6,0,0,0,18,0,Not Churned
USR_02462,20,0,0,1,111,0,Not Churned
USR_02463,54,0,0,1,105,0,Not Churned
USR_02464,21,0,0,1,102,0,Not Churned
USR_02465,174,0,0,1,84,0,Not Churned
USR_02466,6,0,0,0,4,0,Not Churned
USR_02467,4,0,0,0,6,1,App crashes/Bugs
USR_02468,1,0,0,0,0,1,Just trying it out
USR_02469,33,0,0,1,37,0,Not Churned
USR_02470,12,0,0,0,27,0,Not Churned
USR_02471,24,0,0,1,114,0,Not Churned
USR_02472,20,0,0,1,58,0,Not Churned
USR_02473,0,0,0,0,1,1,App crashes/Bugs
USR_02474,24,0,0,1,78,0,Not Churned
USR_02475,12,0,0,0,73,0,Not Churned
USR_02476,5,0,0,0,6,0,Not Churned
USR_02477,72,0,0,1,21,0,Not Churned
USR_02478,16,0,0,1,95,0,Not Churned
USR_02479,16,0,0,1,109,0,Not Churned
USR_02480,56,0,0,1,112,0,Not Churned
USR_02481,25,0,0,1,39,0,Not Churned
USR_02482,3,0,0,0,10,1,AI responses unhelpful
USR_02483,62,0,0,1,60,0,Not Churned
USR_02484,8,0,0,0,13,0,Not Churned
USR_02485,5,0,0,0,13,0,Not Churned
USR_02486,23,0,0,1,41,0,Not Churned
USR_02487,0,0,0,0,2,1,Too expensive
USR_02488,10,0,0,0,6,0,Not Churned
USR_02489,2,0,0,0,0,1,Slow response times
USR_02490,1,0,0,0,0,1,Just trying it out
USR_02491,5,0,0,0,19,0,Not Churned
USR_02492,6,0,0,0,5,0,Not Churned
USR_02493,14,0,0,0,111,0,Not Churned
USR_02494,16,0,0,1,41,0,Not Churned
USR_02495,14,0,0,0,33,0,Not Churned
USR_02496,4,0,0,0,4,1,Just trying it out
USR_02497,36,0,0,1,56,0,Not Churned
USR_02498,30,0,0,1,68,0,Not Churned
USR_02499,5,0,0,0,13,0,Not Churned
USR_02500,5,0,0,0,9,0,Not Churned
USR_02501,8,0,0,0,7,0,Not Churned
USR_02502,46,0,0,1,56,0,Not Churned
USR_02503,37,0,0,1,96,0,Not Churned
USR_02504,1,0,0,0,2,1,Too expensive
USR_02505,43,0,0,1,67,0,Not Churned
USR_02506,2,0,0,0,1,1,Found another app
USR_02507,18,0,0,1,75,0,Not Churned
USR_02508,2,0,0,0,0,1,AI responses unhelpful
USR_02509,14,0,0,0,30,0,Not Churned
USR_02510,25,0,0,1,114,0,Not Churned
USR_02511,20,0,0,1,98,0,Not Churned
USR_02512,1,0,0,0,0,1,Slow response times
USR_02513,46,0,0,1,67,0,Not Churned
USR_02514,0,0,0,0,0,1,Slow response times
USR_02515,5,0,0,0,15,0,Not Churned
USR_02516,23,0,0,1,72,0,Not Churned
USR_02517,24,0,0,1,52,0,Not Churned
USR_02518,26,0,0,1,33,0,Not Churned
USR_02519,5,0,0,0,17,0,Not Churned
USR_02520,13,0,0,0,112,0,Not Churned
USR_02521,23,0,0,1,94,0,Not Churned
USR_02522,14,0,0,0,86,0,Not Churned
USR_02523,22,0,0,1,44,0,Not Churned
USR_02524,6,0,0,0,8,0,Not Churned
USR_02525,1,0,0,0,1,1,AI responses unhelpful
USR_02526,5,0,0,0,18,0,Not Churned
USR_02527,21,0,0,1,99,0,Not Churned
USR_02528,4,0,0,0,12,1,Just trying it out
USR_02529,9,0,0,0,13,0,Not Churned
USR_02530,6,0,0,0,19,0,Not Churned
USR_02531,20,0,0,1,90,0,Not Churned
USR_02532,3,0,0,0,12,1,Found another app
USR_02533,14,0,0,0,41,0,Not Churned
USR_02534,14,0,0,0,28,0,Not Churned
USR_02535,25,0,0,1,76,0,Not Churned
USR_02536,7,0,0,0,6,0,Not Churned
USR_02537,6,0,0,0,5,0,Not Churned
USR_02538,6,0,0,0,7,0,Not Churned
USR_02539,1,0,0,0,2,1,App crashes/Bugs
USR_02540,16,0,0,1,78,0,Not Churned
USR_02541,47,0,0,1,110,0,Not Churned
USR_02542,7,0,0,0,4,0,Not Churned
USR_02543,3,0,0,0,16,1,Found another app
USR_02544,7,0,0,0,11,0,Not Churned
USR_02545,40,0,0,1,66,0,Not Churned
USR_02546,31,0,0,1,89,0,Not Churned
USR_02547,17,0,0,1,92,0,Not Churned
USR_02548,14,0,0,0,57,0,Not Churned
USR_02549,6,0,0,0,4,0,Not Churned
USR_02550,1,0,0,0,2,1,Slow response times
USR_02551,65,0,0,1,99,0,Not Churned
USR_02552,3,0,0,0,13,1,App crashes/Bugs
USR_02553,6,0,0,0,9,0,Not Churned
USR_02554,23,0,0,1,31,0,Not Churned
USR_02555,7,0,0,0,5,0,Not Churned
USR_02556,10,0,0,0,6,0,Not Churned
USR_02557,14,0,0,0,47,0,Not Churned
USR_02558,10,0,0,0,17,0,Not Churned
USR_02559,12,0,0,0,36,0,Not Churned
USR_02560,0,0,0,0,2,1,Slow response times
USR_02561,10,0,0,0,12,0,Not Churned
USR_02562,7,0,0,0,11,0,Not Churned
USR_02563,29,0,0,1,55,0,Not Churned
USR_02564,8,0,0,0,10,0,Not Churned
USR_02565,12,0,0,0,76,0,Not Churned
USR_02566,26,0,0,1,92,0,Not Churned
USR_02567,8,0,0,0,5,0,Not Churned
USR_02568,7,0,0,0,7,0,Not Churned
USR_02569,28,0,0,1,85,0,Not Churned
USR_02570,36,0,0,1,85,0,Not Churned
USR_02571,32,0,0,1,72,0,Not Churned
USR_02572,3,0,0,0,19,1,AI responses unhelpful
USR_02573,1,0,0,0,0,1,Just trying it out
USR_02574,38,0,0,1,34,0,Not Churned
USR_02575,1,0,0,0,0,1,Found another app
USR_02576,16,0,0,1,43,0,Not Churned
USR_02577,1,0,0,0,2,1,AI responses unhelpful
USR_02578,18,0,0,1,82,0,Not Churned
USR_02579,28,0,0,1,98,0,Not Churned
USR_02580,4,0,0,0,5,1,App crashes/Bugs
USR_02581,0,0,0,0,2,1,Found another app
USR_02582,19,0,0,1,43,0,Not Churned
USR_02583,1,0,0,0,1,1,Slow response times
USR_02584,0,0,0,0,2,1,App crashes/Bugs
USR_02585,19,0,0,1,57,0,Not Churned
USR_02586,29,0,0,1,83,0,Not Churned
USR_02587,20,0,0,1,109,0,Not Churned
USR_02588,21,0,0,1,108,0,Not Churned
USR_02589,55,0,0,1,103,0,Not Churned
USR_02590,1,0,0,0,0,1,AI responses unhelpful
USR_02591,2,0,0,0,1,1,AI responses unhelpful
USR_02592,22,0,0,1,40,0,Not Churned
USR_02593,5,0,0,0,6,0,Not Churned
USR_02594,8,0,0,0,6,0,Not Churned
USR_02595,13,0,0,0,68,0,Not Churned
USR_02596,14,0,0,0,92,0,Not Churned
USR_02597,4,0,0,0,5,1,App crashes/Bugs
USR_02598,9,0,0,0,12,0,Not Churned
USR_02599,10,0,0,0,16,0,Not Churned
USR_02600,4,0,0,0,11,1,AI responses unhelpful
USR_02601,6,0,0,0,19,0,Not Churned
USR_02602,22,0,0,1,46,0,Not Churned
USR_02603,27,0,0,1,91,0,Not Churned
USR_02604,7,0,0,0,17,0,Not Churned
USR_02605,2,0,0,0,2,1,Found another app
USR_02606,0,0,0,0,2,1,Slow response times
USR_02607,1,0,0,0,2,1,AI responses unhelpful
USR_02608,19,0,0,1,48,0,Not Churned
USR_02609,11,0,0,0,81,0,Not Churned
USR_02610,16,0,0,1,69,0,Not Churned
USR_02611,11,0,0,0,50,0,Not Churned
USR_02612,1,0,0,0,0,1,Slow response times
USR_02613,18,0,0,1,92,0,Not Churned
USR_02614,38,0,0,1,45,0,Not Churned
USR_02615,8,0,0,0,19,0,Not Churned
USR_02616,29,0,0,1,82,0,Not Churned
USR_02617,14,0,0,0,100,0,Not Churned
USR_02618,35,0,0,1,97,0,Not Churned
USR_02619,0,0,0,0,2,1,AI responses unhelpful
USR_02620,50,0,0,1,98,0,Not Churned
USR_02621,33,0,0,1,36,0,Not Churned
USR_02622,34,0,0,1,62,0,Not Churned
USR_02623,60,0,0,1,63,0,Not Churned
USR_02624,17,0,0,1,119,0,Not Churned
USR_02625,2,0,0,0,0,1,Slow response times
USR_02626,27,0,0,1,57,0,Not Churned
USR_02627,3,0,0,0,6,1,Slow response times
USR_02628,22,0,0,1,97,0,Not Churned
USR_02629,9,0,0,0,18,0,Not Churned
USR_02630,0,0,0,0,0,1,Slow response times
USR_02631,2,0,0,0,0,1,AI responses unhelpful
USR_02632,25,0,0,1,26,0,Not Churned
USR_02633,1,0,0,0,0,1,Just trying it out
USR_02634,0,0,0,0,2,1,Just trying it out
USR_02635,6,0,0,0,9,0,Not Churned
USR_02636,0,0,0,0,2,1,Just trying it out
USR_02637,48,0,0,1,33,0,Not Churned
USR_02638,17,0,0,1,116,0,Not Churned
USR_02639,13,0,0,0,57,0,Not Churned
USR_02640,0,0,0,0,0,1,Just trying it out
USR_02641,19,0,0,1,62,0,Not Churned
USR_02642,25,0,0,1,31,0,Not Churned
USR_02643,13,0,0,0,75,0,Not Churned
USR_02644,41,0,0,1,111,0,Not Churned
USR_02645,24,0,0,1,75,0,Not Churned
USR_02646,4,0,0,0,10,1,AI responses unhelpful
USR_02647,15,0,0,0,88,0,Not Churned
USR_02648,5,0,0,0,8,0,Not Churned
USR_02649,40,0,0,1,95,0,Not Churned
USR_02650,12,0,0,0,93,0,Not Churned
USR_02651,24,0,0,1,86,0,Not Churned
USR_02652,10,0,0,0,8,0,Not Churned
USR_02653,10,0,0,0,17,0,Not Churned
USR_02654,4,0,0,0,13,1,Just trying it out
USR_02655,5,0,0,0,8,0,Not Churned
USR_02656,8,0,0,0,8,0,Not Churned
USR_02657,1,0,0,0,0,1,Slow response times
USR_02658,23,0,0,1,107,0,Not Churned
USR_02659,1,0,0,0,0,1,Too expensive
USR_02660,39,0,0,1,82,0,Not Churned
USR_02661,3,0,0,0,9,1,AI responses unhelpful
USR_02662,3,0,0,0,4,1,App crashes/Bugs
USR_02663,77,0,0,1,42,0,Not Churned
USR_02664,153,0,0,1,118,0,Not Churned
USR_02665,6,0,0,0,14,0,Not Churned
USR_02666,0,0,0,0,1,1,App crashes/Bugs
USR_02667,3,0,0,0,10,1,Found another app
USR_02668,13,0,0,0,45,0,Not Churned
USR_02669,7,0,0,0,10,0,Not Churned
USR_02670,6,0,0,0,4,0,Not Churned
USR_02671,25,0,0,1,62,0,Not Churned
USR_02672,40,0,0,1,109,0,Not Churned
USR_02673,61,0,0,1,47,0,Not Churned
USR_02674,14,0,0,0,58,0,Not Churned
USR_02675,6,0,0,0,9,0,Not Churned
USR_02676,10,0,0,0,7,0,Not Churned
USR_02677,29,0,0,1,67,0,Not Churned
USR_02678,0,0,0,0,2,1,Too expensive
USR_02679,37,0,0,1,94,0,Not Churned
USR_02680,3,0,0,0,11,1,App crashes/Bugs
USR_02681,9,0,0,0,11,0,Not Churned
USR_02682,6,0,0,0,7,0,Not Churned
