user_id,signup_date,country,age_group,gender,device_type,operating_system,subscription_type,preferred_language,referral_source
USR_02075,2025-03-24,CA,35-44,Male,Mobile,iOS,Premium,Spanish,Instagram
USR_02076,2025-04-19,UK,45+,Male,Mobile,iOS,Free,Spanish,Google Ads
USR_02077,2025-03-16,US,35-44,Male,Mobile,iOS,Premium,Spanish,App Store
USR_02078,2025-05-09,DE,25-34,Male,Mobile,iOS,Free,English,Google Ads
USR_02079,2025-03-29,UK,25-34,Female,Mobile,Android,Free,English,Google Ads
USR_02080,2025-02-23,IN,18-24,Male,Mobile,Android,Free,English,TikTok
USR_02081,2025-03-30,UK,18-24,Prefer not to say,Desktop,MacOS,Free,English,App Store
USR_02082,2025-05-23,US,18-24,Female,Mobile,Android,Free,English,App Store
USR_02083,2025-03-06,UK,35-44,Non-binary,Mobile,Android,Free,English,Google Ads
USR_02084,2025-03-17,UK,18-24,Female,Mobile,iOS,Premium,English,TikTok
USR_02085,2025-05-23,UK,45+,Male,Tablet,Android,Premium,Hindi,Instagram
USR_02086,2025-05-29,UK,25-34,Male,Mobile,Android,Free,Hindi,Google Ads
USR_02087,2025-05-27,UK,35-44,Female,Mobile,iOS,Free,Spanish,App Store
USR_02088,2025-03-01,US,18-24,Female,Mobile,Android,Free,English,App Store
USR_02089,2025-04-03,UK,18-24,Female,Mobile,iOS,Premium,Hindi,Instagram
USR_02090,2025-06-10,US,45+,Female,Mobile,iOS,Premium,English,App Store
USR_02091,2025-02-18,US,18-24,Female,Mobile,Android,Free,English,Organic
USR_02092,2025-02-04,DE,18-24,Female,Mobile,Android,Premium,English,Instagram
USR_02093,2025-06-21,CA,18-24,Non-binary,Mobile,Android,Free,English,Google Ads
USR_02094,2025-04-12,AU,18-24,Female,Mobile,Android,Free,English,App Store
USR_02095,2025-01-11,UK,18-24,Female,Mobile,iOS,Free,English,TikTok
USR_02096,2025-04-09,DE,25-34,Non-binary,Mobile,iOS,Premium,English,TikTok
USR_02097,2025-04-20,CA,25-34,Non-binary,Mobile,iOS,Free,English,TikTok
USR_02098,2025-03-15,IN,25-34,Male,Desktop,MacOS,Free,English,App Store
USR_02099,2025-06-23,US,18-24,Male,Mobile,iOS,Free,English,Organic
USR_02100,2025-01-09,DE,35-44,Female,Mobile,Android,Premium,English,App Store
USR_02101,2025-01-03,IN,35-44,Female,Mobile,iOS,Free,English,Google Ads
USR_02102,2025-03-26,IN,18-24,Female,Mobile,Android,Free,English,Organic
USR_02103,2025-01-26,US,25-34,Male,Mobile,iOS,Premium,English,TikTok
USR_02104,2025-03-13,US,18-24,Female,Mobile,iOS,Premium,Hindi,TikTok
USR_02105,2025-02-17,US,35-44,Male,Mobile,iOS,Premium,English,Instagram
USR_02106,2025-06-05,US,35-44,Female,Mobile,iOS,Premium,English,App Store
USR_02107,2025-04-27,IN,45+,Female,Mobile,iOS,Free,English,App Store
USR_02108,2025-06-03,US,18-24,Male,Desktop,MacOS,Premium,English,Organic
USR_02109,2025-06-02,US,25-34,Male,Desktop,Windows,Free,English,App Store
USR_02110,2025-01-12,US,18-24,Female,Mobile,Android,Free,Hindi,Google Ads
USR_02111,2025-05-13,US,25-34,Female,Mobile,Android,Free,English,App Store
USR_02112,2025-02-17,US,25-34,Female,Mobile,Android,Premium,English,Instagram
USR_02113,2025-02-06,IN,18-24,Female,Mobile,iOS,Free,English,Google Ads
USR_02114,2025-02-13,CA,35-44,Male,Mobile,Android,Premium,Spanish,Instagram
USR_02115,2025-01-15,US,25-34,Female,Desktop,Windows,Free,English,App Store
USR_02116,2025-02-12,UK,35-44,Female,Mobile,iOS,Premium,English,Instagram
USR_02117,2025-06-25,UK,18-24,Male,Mobile,iOS,Premium,English,TikTok
USR_02118,2025-03-28,US,45+,Female,Mobile,iOS,Free,Hindi,TikTok
USR_02119,2025-03-11,AU,45+,Female,Mobile,Android,Free,Spanish,App Store
USR_02120,2025-02-15,IN,45+,Female,Mobile,iOS,Premium,English,Google Ads
USR_02121,2025-04-18,IN,35-44,Female,Mobile,iOS,Free,English,Google Ads
USR_02122,2025-05-03,IN,35-44,Female,Mobile,iOS,Premium,English,Instagram
USR_02123,2025-06-20,US,25-34,Male,Desktop,Windows,Free,English,Instagram
USR_02124,2025-01-21,DE,18-24,Male,Desktop,Windows,Free,English,App Store
USR_02125,2025-05-31,IN,25-34,Female,Mobile,iOS,Free,English,Instagram
USR_02126,2025-04-17,DE,35-44,Male,Mobile,iOS,Free,English,Instagram
USR_02127,2025-03-21,US,45+,Female,Mobile,Android,Free,English,Google Ads
USR_02128,2025-02-16,DE,25-34,Female,Mobile,Android,Premium,English,Instagram
USR_02129,2025-04-27,IN,18-24,Male,Mobile,iOS,Free,English,App Store
USR_02130,2025-05-04,IN,25-34,Female,Mobile,Android,Free,Hindi,App Store
USR_02131,2025-05-23,US,45+,Female,Mobile,iOS,Free,Spanish,App Store
USR_02132,2025-01-25,IN,18-24,Male,Mobile,Android,Premium,English,TikTok
USR_02133,2025-02-05,DE,25-34,Female,Mobile,iOS,Free,English,App Store
USR_02134,2025-02-20,AU,25-34,Female,Mobile,Android,Free,English,Google Ads
USR_02135,2025-01-15,CA,18-24,Male,Desktop,Windows,Free,English,TikTok
USR_02136,2025-03-09,DE,18-24,Male,Desktop,Windows,Free,English,Organic
USR_02137,2025-01-21,UK,25-34,Male,Mobile,iOS,Free,Hindi,TikTok
USR_02138,2025-05-21,CA,35-44,Female,Mobile,iOS,Premium,English,TikTok
USR_02139,2025-01-19,UK,18-24,Female,Mobile,Android,Free,Hindi,Google Ads
USR_02140,2025-02-03,DE,25-34,Female,Mobile,Android,Premium,English,TikTok
USR_02141,2025-03-19,US,35-44,Female,Mobile,iOS,Premium,English,TikTok
USR_02142,2025-05-05,UK,45+,Female,Mobile,iOS,Premium,English,TikTok
USR_02143,2025-04-27,AU,45+,Male,Mobile,iOS,Free,English,Instagram
USR_02144,2025-02-21,IN,25-34,Female,Mobile,iOS,Free,Spanish,Instagram
USR_02145,2025-01-27,CA,45+,Female,Mobile,iOS,Premium,English,Instagram
USR_02146,2025-06-06,DE,18-24,Female,Mobile,iOS,Premium,English,App Store
USR_02147,2025-06-05,DE,35-44,Prefer not to say,Mobile,Android,Free,English,App Store
USR_02148,2025-02-04,US,25-34,Male,Mobile,iOS,Premium,English,App Store
USR_02149,2025-05-16,UK,18-24,Prefer not to say,Mobile,Android,Premium,English,Instagram
USR_02150,2025-05-24,US,25-34,Female,Mobile,Android,Premium,English,TikTok
USR_02151,2025-04-16,US,18-24,Female,Mobile,iOS,Free,Spanish,App Store
USR_02152,2025-06-13,UK,35-44,Female,Mobile,iOS,Premium,Hindi,Google Ads
USR_02153,2025-06-07,DE,25-34,Male,Mobile,Android,Premium,English,Instagram
USR_02154,2025-05-26,IN,25-34,Female,Mobile,iOS,Free,English,App Store
USR_02155,2025-01-02,US,18-24,Female,Mobile,iOS,Free,English,Google Ads
USR_02156,2025-06-26,US,18-24,Female,Mobile,Android,Premium,English,Google Ads
USR_02157,2025-03-18,CA,45+,Female,Mobile,iOS,Premium,Spanish,Organic
USR_02158,2025-05-12,UK,35-44,Female,Mobile,Android,Premium,English,Google Ads
USR_02159,2025-03-31,US,45+,Female,Mobile,iOS,Free,English,App Store
USR_02160,2025-03-30,IN,18-24,Female,Mobile,Android,Free,German,TikTok
USR_02161,2025-04-04,DE,18-24,Female,Mobile,Android,Free,English,App Store
USR_02162,2025-01-07,UK,25-34,Female,Mobile,iOS,Free,English,App Store
USR_02163,2025-04-05,IN,25-34,Male,Mobile,Android,Premium,English,Instagram
USR_02164,2025-04-18,US,18-24,Female,Mobile,Android,Premium,German,Organic
USR_02165,2025-03-15,IN,35-44,Male,Mobile,iOS,Free,English,App Store
USR_02166,2025-02-08,UK,25-34,Female,Mobile,Android,Free,Hindi,App Store
USR_02167,2025-05-21,US,18-24,Female,Mobile,iOS,Free,English,App Store
USR_02168,2025-06-08,DE,25-34,Male,Mobile,Android,Premium,English,App Store
USR_02169,2025-03-12,UK,25-34,Prefer not to say,Mobile,iOS,Premium,English,App Store
USR_02170,2025-02-25,IN,35-44,Male,Mobile,iOS,Free,English,App Store
USR_02171,2025-06-19,US,25-34,Female,Mobile,iOS,Free,Spanish,App Store
USR_02172,2025-02-11,US,25-34,Female,Mobile,iOS,Premium,English,Organic
USR_02173,2025-02-05,US,18-24,Female,Mobile,Android,Premium,Hindi,App Store
USR_02174,2025-03-25,UK,45+,Female,Mobile,iOS,Free,English,TikTok
USR_02175,2025-04-28,AU,45+,Female,Mobile,iOS,Free,English,App Store
USR_02176,2025-01-07,US,25-34,Female,Mobile,iOS,Free,English,Instagram
USR_02177,2025-02-23,AU,18-24,Female,Mobile,iOS,Premium,English,App Store
USR_02178,2025-05-09,AU,25-34,Male,Mobile,iOS,Premium,Hindi,Google Ads
USR_02179,2025-06-21,IN,25-34,Male,Mobile,iOS,Free,English,Instagram
USR_02180,2025-04-30,UK,45+,Female,Mobile,Android,Premium,English,TikTok
USR_02181,2025-06-22,DE,45+,Male,Mobile,iOS,Premium,English,TikTok
USR_02182,2025-04-16,UK,35-44,Male,Mobile,Android,Free,English,Instagram
USR_02183,2025-02-16,UK,18-24,Female,Mobile,Android,Free,English,Organic
USR_02184,2025-05-03,US,45+,Female,Mobile,iOS,Premium,English,App Store
USR_02185,2025-05-21,US,25-34,Male,Mobile,Android,Premium,English,App Store
USR_02186,2025-04-29,US,35-44,Female,Mobile,iOS,Free,English,Instagram
USR_02187,2025-05-30,CA,25-34,Non-binary,Mobile,iOS,Free,English,App Store
USR_02188,2025-04-28,US,25-34,Female,Mobile,iOS,Premium,English,Google Ads
USR_02189,2025-01-21,US,25-34,Female,Mobile,iOS,Free,English,App Store
USR_02190,2025-05-17,IN,18-24,Non-binary,Mobile,iOS,Premium,English,Instagram
USR_02191,2025-01-26,US,25-34,Prefer not to say,Mobile,Android,Free,English,Instagram
USR_02192,2025-01-09,US,35-44,Female,Mobile,Android,Free,English,Instagram
USR_02193,2025-01-15,US,18-24,Male,Mobile,Android,Free,English,Google Ads
USR_02194,2025-01-10,IN,18-24,Female,Mobile,iOS,Free,Hindi,App Store
USR_02195,2025-05-02,US,18-24,Male,Mobile,Android,Free,English,App Store
USR_02196,2025-05-01,UK,25-34,Male,Desktop,MacOS,Premium,English,Organic
USR_02197,2025-05-05,UK,45+,Female,Tablet,iOS,Free,German,Google Ads
USR_02198,2025-06-19,AU,18-24,Female,Mobile,iOS,Premium,English,TikTok
USR_02199,2025-03-13,CA,18-24,Female,Mobile,iOS,Free,English,TikTok
USR_02200,2025-06-01,IN,45+,Female,Mobile,iOS,Premium,German,TikTok
USR_02201,2025-02-18,US,35-44,Female,Mobile,Android,Free,English,TikTok
USR_02202,2025-06-03,US,18-24,Male,Mobile,Android,Premium,English,App Store
USR_02203,2025-04-01,US,35-44,Female,Mobile,iOS,Free,English,Google Ads
USR_02204,2025-02-06,US,25-34,Female,Mobile,Android,Free,English,Instagram
USR_02205,2025-03-09,US,35-44,Male,Mobile,Android,Free,English,App Store
USR_02206,2025-02-19,US,25-34,Female,Mobile,Android,Premium,English,Google Ads
USR_02207,2025-06-01,UK,45+,Female,Mobile,iOS,Free,English,Google Ads
USR_02208,2025-01-19,AU,18-24,Female,Mobile,iOS,Premium,English,App Store
USR_02209,2025-04-10,US,18-24,Male,Desktop,Windows,Free,Spanish,App Store
USR_02210,2025-03-01,IN,25-34,Female,Mobile,Android,Free,English,Instagram
USR_02211,2025-06-16,US,25-34,Male,Mobile,Android,Premium,Hindi,TikTok
USR_02212,2025-03-30,US,45+,Female,Mobile,iOS,Free,English,App Store
USR_02213,2025-05-26,UK,25-34,Male,Mobile,iOS,Free,English,Google Ads
USR_02214,2025-05-27,US,18-24,Male,Desktop,MacOS,Free,English,Organic
USR_02215,2025-06-13,US,25-34,Male,Tablet,iOS,Free,English,Organic
USR_02216,2025-03-10,UK,25-34,Female,Mobile,iOS,Premium,Spanish,Instagram
USR_02217,2025-06-24,DE,45+,Female,Mobile,iOS,Free,English,App Store
USR_02218,2025-02-18,IN,25-34,Male,Desktop,Windows,Premium,Hindi,TikTok
USR_02219,2025-04-18,US,25-34,Female,Desktop,Windows,Free,Spanish,App Store
USR_02220,2025-06-10,IN,35-44,Female,Mobile,iOS,Premium,English,App Store
USR_02221,2025-04-29,IN,35-44,Male,Mobile,Android,Free,Spanish,Google Ads
USR_02222,2025-05-29,CA,25-34,Male,Mobile,Android,Premium,English,Google Ads
USR_02223,2025-05-30,IN,18-24,Female,Mobile,iOS,Premium,English,Organic
USR_02224,2025-06-25,UK,35-44,Male,Desktop,Windows,Free,English,TikTok
USR_02225,2025-02-06,US,35-44,Male,Mobile,iOS,Premium,German,Google Ads
USR_02226,2025-05-23,UK,35-44,Female,Mobile,iOS,Premium,English,Instagram
USR_02227,2025-06-12,UK,45+,Male,Mobile,Android,Free,English,Google Ads
USR_02228,2025-06-09,UK,35-44,Male,Mobile,iOS,Premium,English,Instagram
USR_02229,2025-01-11,CA,35-44,Prefer not to say,Mobile,iOS,Premium,Spanish,TikTok
USR_02230,2025-05-18,DE,45+,Female,Mobile,Android,Free,Spanish,Google Ads
USR_02231,2025-03-19,DE,18-24,Male,Mobile,Android,Free,English,TikTok
USR_02232,2025-03-18,IN,25-34,Female,Mobile,iOS,Free,English,Google Ads
USR_02233,2025-06-02,IN,25-34,Female,Mobile,iOS,Premium,English,Google Ads
USR_02234,2025-01-02,DE,25-34,Male,Tablet,iOS,Premium,English,Google Ads
USR_02235,2025-03-05,US,35-44,Female,Mobile,iOS,Free,German,App Store
USR_02236,2025-02-04,US,35-44,Female,Mobile,iOS,Free,Hindi,Instagram
USR_02237,2025-01-07,UK,35-44,Female,Mobile,Android,Free,English,App Store
USR_02238,2025-03-26,IN,45+,Female,Mobile,iOS,Premium,English,TikTok
USR_02239,2025-05-26,UK,18-24,Female,Mobile,Android,Free,English,Google Ads
USR_02240,2025-03-08,IN,35-44,Female,Mobile,Android,Free,Spanish,Organic
USR_02241,2025-02-11,US,25-34,Male,Desktop,Windows,Premium,English,TikTok
USR_02242,2025-04-28,US,25-34,Female,Mobile,iOS,Free,English,Google Ads
USR_02243,2025-05-05,IN,18-24,Male,Mobile,Android,Free,English,TikTok
USR_02244,2025-06-16,US,35-44,Male,Mobile,iOS,Free,English,Google Ads
USR_02245,2025-06-18,US,25-34,Female,Mobile,iOS,Free,English,Google Ads
USR_02246,2025-01-24,US,35-44,Female,Mobile,iOS,Premium,English,TikTok
USR_02247,2025-02-15,US,25-34,Male,Mobile,Android,Free,English,App Store
USR_02248,2025-01-19,IN,18-24,Male,Mobile,iOS,Premium,German,App Store
USR_02249,2025-03-09,US,25-34,Female,Desktop,Windows,Premium,English,TikTok
USR_02250,2025-04-12,CA,25-34,Male,Mobile,Android,Free,English,App Store
USR_02251,2025-02-11,US,45+,Female,Mobile,Android,Free,Hindi,Google Ads
USR_02252,2025-02-01,IN,18-24,Female,Mobile,Android,Free,English,App Store
USR_02253,2025-06-16,US,45+,Female,Mobile,Android,Free,English,Google Ads
USR_02254,2025-04-19,CA,45+,Female,Mobile,iOS,Free,Hindi,Organic
USR_02255,2025-02-05,IN,45+,Female,Mobile,Android,Premium,English,App Store
USR_02256,2025-04-07,US,25-34,Male,Mobile,iOS,Free,Hindi,Google Ads
USR_02257,2025-06-13,IN,45+,Male,Mobile,Android,Free,English,App Store
USR_02258,2025-05-11,CA,25-34,Female,Mobile,iOS,Free,English,Organic
USR_02259,2025-03-14,UK,18-24,Prefer not to say,Mobile,Android,Premium,Spanish,App Store
USR_02260,2025-05-16,US,18-24,Male,Mobile,Android,Free,English,App Store
USR_02261,2025-04-07,DE,45+,Female,Tablet,iOS,Free,English,App Store
USR_02262,2025-05-03,IN,18-24,Female,Mobile,Android,Premium,English,App Store
USR_02263,2025-03-11,US,25-34,Male,Mobile,Android,Premium,English,App Store
USR_02264,2025-06-18,US,18-24,Male,Desktop,Windows,Free,English,Instagram
USR_02265,2025-01-13,IN,18-24,Female,Desktop,Windows,Premium,English,TikTok
USR_02266,2025-02-18,AU,18-24,Male,Mobile,Android,Free,English,Instagram
USR_02267,2025-03-01,IN,35-44,Female,Mobile,Android,Premium,English,App Store
USR_02268,2025-05-10,UK,25-34,Female,Mobile,iOS,Free,Spanish,Google Ads
USR_02269,2025-01-05,IN,45+,Female,Mobile,iOS,Free,Hindi,Organic
USR_02270,2025-06-21,US,25-34,Male,Tablet,Android,Premium,English,TikTok
USR_02271,2025-01-27,US,45+,Female,Mobile,iOS,Premium,German,Google Ads
USR_02272,2025-06-09,CA,25-34,Female,Mobile,iOS,Free,English,Google Ads
USR_02273,2025-05-29,DE,25-34,Female,Mobile,iOS,Free,Hindi,App Store
USR_02274,2025-01-08,US,25-34,Male,Mobile,iOS,Free,Hindi,TikTok
USR_02275,2025-02-19,UK,25-34,Male,Mobile,Android,Free,English,App Store
USR_02276,2025-03-08,AU,35-44,Female,Mobile,iOS,Premium,English,Instagram
USR_02277,2025-02-13,UK,25-34,Non-binary,Mobile,iOS,Free,Spanish,App Store
USR_02278,2025-05-05,IN,35-44,Female,Mobile,iOS,Free,Hindi,Google Ads
USR_02279,2025-02-27,IN,35-44,Female,Mobile,iOS,Premium,English,Google Ads
USR_02280,2025-01-03,US,18-24,Female,Mobile,Android,Premium,English,Instagram
USR_02281,2025-03-27,DE,25-34,Female,Mobile,iOS,Free,English,Organic
USR_02282,2025-03-11,IN,18-24,Female,Mobile,Android,Free,Spanish,Google Ads
USR_02283,2025-05-10,IN,25-34,Male,Mobile,Android,Free,English,Google Ads
USR_02284,2025-06-21,AU,25-34,Male,Mobile,iOS,Free,English,Organic
USR_02285,2025-01-02,IN,45+,Male,Mobile,Android,Free,English,Google Ads
USR_02286,2025-04-12,US,18-24,Male,Tablet,iOS,Free,German,App Store
USR_02287,2025-02-04,US,18-24,Male,Mobile,Android,Premium,English,Instagram
USR_02288,2025-04-08,IN,18-24,Female,Mobile,iOS,Free,Hindi,Organic
USR_02289,2025-01-30,US,25-34,Male,Mobile,iOS,Premium,English,App Store
USR_02290,2025-04-26,US,35-44,Male,Mobile,Android,Free,English,App Store
USR_02291,2025-01-08,IN,35-44,Non-binary,Mobile,iOS,Premium,English,Instagram
USR_02292,2025-05-30,IN,35-44,Female,Mobile,iOS,Free,English,App Store
USR_02293,2025-02-13,US,35-44,Female,Mobile,iOS,Premium,English,App Store
USR_02294,2025-02-05,IN,25-34,Male,Mobile,iOS,Free,Spanish,App Store
USR_02295,2025-03-18,AU,18-24,Male,Mobile,iOS,Free,English,Instagram
USR_02296,2025-01-31,UK,18-24,Female,Mobile,iOS,Free,Hindi,App Store
USR_02297,2025-02-16,IN,35-44,Male,Desktop,Windows,Premium,English,App Store
USR_02298,2025-02-24,UK,35-44,Female,Mobile,iOS,Free,Hindi,App Store
USR_02299,2025-04-16,US,25-34,Prefer not to say,Mobile,iOS,Free,English,Instagram
USR_02300,2025-06-07,US,25-34,Female,Mobile,Android,Free,Spanish,TikTok
USR_02301,2025-05-01,UK,25-34,Female,Mobile,Android,Premium,English,Instagram
USR_02302,2025-02-24,UK,45+,Female,Desktop,Windows,Premium,English,TikTok
USR_02303,2025-05-24,IN,18-24,Female,Mobile,Android,Free,English,TikTok
USR_02304,2025-01-12,IN,35-44,Female,Mobile,iOS,Free,German,Google Ads
USR_02305,2025-05-25,CA,25-34,Male,Tablet,Android,Free,English,Instagram
USR_02306,2025-05-24,IN,18-24,Male,Desktop,Windows,Premium,English,TikTok
USR_02307,2025-05-20,US,35-44,Female,Mobile,iOS,Free,German,Instagram
USR_02308,2025-05-16,US,25-34,Male,Mobile,iOS,Premium,German,Instagram
USR_02309,2025-01-03,IN,35-44,Female,Mobile,Android,Free,English,App Store
USR_02310,2025-05-24,US,35-44,Female,Mobile,iOS,Free,German,App Store
USR_02311,2025-01-30,US,25-34,Female,Mobile,Android,Free,English,TikTok
USR_02312,2025-01-23,AU,35-44,Female,Mobile,Android,Free,Spanish,App Store
USR_02313,2025-04-02,UK,25-34,Male,Mobile,Android,Free,English,App Store
USR_02314,2025-04-25,IN,18-24,Female,Mobile,iOS,Free,English,Instagram
USR_02315,2025-04-14,US,35-44,Male,Mobile,Android,Free,English,Instagram
USR_02316,2025-04-28,US,25-34,Male,Mobile,iOS,Free,English,Instagram
USR_02317,2025-01-05,US,18-24,Male,Mobile,iOS,Free,English,TikTok
USR_02318,2025-04-14,CA,45+,Non-binary,Mobile,iOS,Premium,English,App Store
USR_02319,2025-04-18,US,25-34,Non-binary,Desktop,Windows,Premium,English,App Store
USR_02320,2025-03-06,UK,35-44,Male,Mobile,Android,Free,English,TikTok
USR_02321,2025-05-01,IN,35-44,Female,Mobile,Android,Free,English,Instagram
USR_02322,2025-01-30,DE,25-34,Female,Mobile,iOS,Premium,English,App Store
USR_02323,2025-05-29,US,25-34,Male,Mobile,iOS,Free,English,Instagram
USR_02324,2025-03-25,UK,25-34,Female,Mobile,Android,Free,German,App Store
USR_02325,2025-05-30,UK,25-34,Non-binary,Mobile,iOS,Free,Spanish,App Store
USR_02326,2025-02-01,DE,35-44,Female,Mobile,Android,Free,English,Instagram
USR_02327,2025-06-10,DE,35-44,Female,Mobile,Android,Free,Spanish,TikTok
USR_02328,2025-01-16,US,18-24,Female,Mobile,iOS,Premium,English,App Store
USR_02329,2025-02-07,IN,25-34,Male,Desktop,Windows,Premium,English,Instagram
USR_02330,2025-05-22,US,45+,Female,Mobile,Android,Free,English,Instagram
USR_02331,2025-02-05,US,25-34,Female,Mobile,Android,Premium,English,Instagram
USR_02332,2025-05-31,US,35-44,Female,Mobile,iOS,Free,English,App Store
USR_02333,2025-04-24,UK,35-44,Female,Mobile,Android,Free,Spanish,App Store
USR_02334,2025-03-07,UK,25-34,Female,Mobile,iOS,Free,Hindi,Instagram
USR_02335,2025-04-15,US,25-34,Female,Mobile,Android,Free,Hindi,TikTok
USR_02336,2025-03-26,AU,35-44,Female,Mobile,iOS,Premium,English,Organic
USR_02337,2025-01-02,US,25-34,Female,Mobile,iOS,Free,Hindi,App Store
USR_02338,2025-03-16,CA,25-34,Prefer not to say,Mobile,Android,Premium,English,Organic
USR_02339,2025-03-08,US,35-44,Prefer not to say,Desktop,Windows,Premium,English,App Store
USR_02340,2025-06-29,US,35-44,Female,Mobile,iOS,Free,Hindi,App Store
USR_02341,2025-05-31,UK,18-24,Female,Mobile,iOS,Free,English,App Store
USR_02342,2025-06-03,US,18-24,Female,Mobile,iOS,Free,English,Organic
USR_02343,2025-02-24,UK,18-24,Prefer not to say,Mobile,iOS,Premium,English,Google Ads
USR_02344,2025-01-06,US,25-34,Female,Mobile,iOS,Premium,English,App Store
USR_02345,2025-06-12,UK,25-34,Female,Mobile,iOS,Premium,Hindi,App Store
USR_02346,2025-05-30,US,25-34,Female,Mobile,iOS,Free,German,Google Ads
USR_02347,2025-06-20,AU,18-24,Female,Tablet,iOS,Free,English,Instagram
USR_02348,2025-05-23,IN,25-34,Female,Mobile,iOS,Free,English,Instagram
USR_02349,2025-03-27,US,25-34,Male,Mobile,iOS,Free,English,App Store
USR_02350,2025-03-01,UK,25-34,Male,Mobile,iOS,Free,English,App Store
USR_02351,2025-04-11,US,25-34,Male,Mobile,Android,Free,English,TikTok
USR_02352,2025-01-12,CA,18-24,Female,Mobile,iOS,Free,English,App Store
USR_02353,2025-02-18,US,45+,Male,Mobile,Android,Premium,Spanish,Organic
USR_02354,2025-02-11,UK,18-24,Female,Mobile,Android,Premium,English,App Store
USR_02355,2025-06-15,UK,25-34,Female,Mobile,iOS,Free,Spanish,Organic
USR_02356,2025-03-23,DE,45+,Male,Mobile,iOS,Free,English,App Store
USR_02357,2025-06-22,UK,25-34,Non-binary,Mobile,iOS,Free,English,Google Ads
USR_02358,2025-02-04,CA,35-44,Female,Tablet,iOS,Premium,English,TikTok
USR_02359,2025-06-07,UK,18-24,Female,Mobile,iOS,Free,Spanish,Instagram
USR_02360,2025-06-07,DE,25-34,Female,Mobile,Android,Free,English,App Store
USR_02361,2025-05-14,IN,25-34,Male,Mobile,iOS,Free,English,Google Ads
USR_02362,2025-03-08,US,18-24,Female,Mobile,iOS,Premium,English,Instagram
USR_02363,2025-03-21,IN,25-34,Female,Mobile,Android,Free,English,App Store
USR_02364,2025-01-07,UK,25-34,Female,Mobile,Android,Premium,Hindi,Instagram
USR_02365,2025-06-29,IN,25-34,Female,Mobile,iOS,Free,English,App Store
USR_02366,2025-01-14,IN,45+,Female,Mobile,iOS,Premium,English,TikTok
USR_02367,2025-03-14,US,18-24,Prefer not to say,Mobile,Android,Free,Hindi,Instagram
USR_02368,2025-05-23,IN,25-34,Female,Mobile,iOS,Free,Spanish,App Store
USR_02369,2025-05-29,US,25-34,Non-binary,Mobile,Android,Free,English,Instagram
USR_02370,2025-06-12,US,25-34,Female,Mobile,iOS,Premium,Spanish,App Store
USR_02371,2025-03-07,US,35-44,Non-binary,Mobile,iOS,Free,English,TikTok
USR_02372,2025-04-01,IN,25-34,Male,Desktop,Windows,Free,English,App Store
USR_02373,2025-05-10,US,18-24,Female,Mobile,Android,Free,English,Google Ads
USR_02374,2025-06-12,US,35-44,Male,Mobile,Android,Premium,Spanish,TikTok
USR_02375,2025-01-20,IN,35-44,Female,Mobile,iOS,Free,English,TikTok
USR_02376,2025-01-10,US,25-34,Female,Mobile,iOS,Free,German,App Store
USR_02377,2025-01-25,US,25-34,Female,Mobile,iOS,Free,English,Google Ads
USR_02378,2025-01-25,US,18-24,Female,Mobile,Android,Free,English,App Store
USR_02379,2025-02-23,US,18-24,Male,Mobile,iOS,Free,English,Google Ads
USR_02380,2025-02-02,UK,18-24,Male,Mobile,Android,Premium,English,App Store
USR_02381,2025-06-13,US,25-34,Female,Mobile,Android,Premium,English,TikTok
USR_02382,2025-04-05,DE,45+,Non-binary,Tablet,iOS,Premium,English,Organic
USR_02383,2025-01-14,IN,25-34,Non-binary,Mobile,Android,Premium,English,TikTok
USR_02384,2025-03-06,US,18-24,Female,Mobile,iOS,Free,Spanish,Google Ads
USR_02385,2025-04-20,US,18-24,Female,Mobile,iOS,Free,English,Organic
USR_02386,2025-03-21,UK,25-34,Female,Mobile,Android,Free,English,Google Ads
USR_02387,2025-02-23,CA,25-34,Male,Desktop,Windows,Free,English,TikTok
USR_02388,2025-05-05,US,25-34,Female,Mobile,Android,Free,English,App Store
USR_02389,2025-06-29,US,25-34,Female,Mobile,iOS,Premium,English,Instagram
USR_02390,2025-05-11,IN,25-34,Male,Mobile,iOS,Free,English,App Store
USR_02391,2025-06-18,US,18-24,Male,Mobile,Android,Premium,English,App Store
USR_02392,2025-05-14,US,18-24,Female,Mobile,Android,Free,Hindi,Instagram
USR_02393,2025-01-25,IN,18-24,Male,Mobile,Android,Free,English,Instagram
USR_02394,2025-05-21,AU,18-24,Male,Mobile,iOS,Premium,Spanish,Google Ads
USR_02395,2025-04-27,US,18-24,Female,Mobile,iOS,Free,German,App Store
USR_02396,2025-05-16,AU,25-34,Male,Mobile,Android,Free,English,Google Ads
USR_02397,2025-05-29,US,35-44,Female,Mobile,iOS,Free,English,Instagram
USR_02398,2025-01-25,IN,35-44,Female,Mobile,Android,Premium,English,Organic
USR_02399,2025-03-20,UK,25-34,Female,Mobile,iOS,Premium,English,App Store
USR_02400,2025-03-09,IN,35-44,Female,Mobile,iOS,Premium,English,App Store
USR_02401,2025-06-22,DE,18-24,Female,Desktop,Windows,Free,English,App Store
USR_02402,2025-01-12,DE,35-44,Female,Mobile,iOS,Premium,English,App Store
USR_02403,2025-02-01,DE,25-34,Male,Mobile,Android,Free,English,App Store
USR_02404,2025-05-08,UK,25-34,Male,Mobile,Android,Free,English,App Store
